CHURN,Gender,Status,Children,EstIncome,CarOwner,Age,AvgMonthlySpend,CustomerSupportCalls,Paymethod,MembershipPlan
"F","F","M",2,16962.200000,"N",45,8.960000,0,"CC",1
"F","M","M",2,10708.300000,"N",26,117.260000,0,"CH",4
"T","F","M",0,2031.610000,"N",20,87.400000,0,"CC",2
"F","F","S",2,16938.500000,"N",70,8.760000,0,"CH",1
"F","F","M",0,55221.000000,"N",55,15.200000,0,"CC",1
"F","F","M",1,8073.110000,"N",52,60.350000,0,"Auto",2
"F","M","M",1,95448.600000,"Y",53,5.210000,0,"CH",4
"T","M","S",1,24141.500000,"Y",17,97.050000,0,"CC",1
"F","M","S",2,63152.600000,"Y",63,40.070000,0,"CC",3
"F","M","S",2,72084.700000,"N",55,9.020000,0,"CC",3
"F","F","S",0,42760.500000,"N",42,40.230000,0,"CC",2
"F","F","S",1,49072.000000,"N",43,10.740000,0,"Auto",3
"F","F","M",0,27371.800000,"Y",46,126.550000,0,"CC",4
"T","M","M",0,71472.900000,"N",41,114.200000,0,"CH",3
"F","F","M",0,95405.700000,"N",46,6.210000,0,"CC",2
"F","F","S",0,95786.800000,"Y",47,87.460000,0,"CC",3
"T","M","S",0,90321.600000,"N",55,11.520000,0,"CH",4
"T","M","S",0,90478.600000,"N",54,136.470000,0,"CC",3
"F","F","M",2,56187.000000,"N",48,13.740000,0,"CH",2
"T","F","S",1,32098.000000,"N",24,206.080000,0,"CC",1
"F","M","M",2,53010.800000,"N",18,46.420000,4,"CC",1
"F","M","M",1,75004.500000,"N",64,32.190000,0,"CC",4
"F","M","M",0,19749.300000,"N",60,13.940000,0,"CC",4
"F","M","S",1,57626.900000,"Y",43,38.960000,0,"CC",3
"F","M","M",2,20078.000000,"N",32,6.330000,0,"CC",1
"F","F","M",2,47902.000000,"N",26,49.920000,1,"Auto",3
"T","M","M",1,7545.960000,"Y",16,178.360000,0,"CC",1
"T","M","S",2,89459.900000,"N",53,22.900000,0,"CC",4
"T","F","S",1,13576.500000,"N",39,25.660000,0,"CC",1
"F","F","M",2,42031.800000,"N",50,39.330000,0,"CH",2
"T","M","S",2,43634.500000,"N",21,104.640000,0,"CC",3
"T","F","S",1,13109.100000,"N",62,40.480000,0,"Auto",2
"T","M","S",1,92647.500000,"N",56,10.340000,0,"CC",4
"T","F","S",2,21021.600000,"Y",62,11.190000,0,"CC",3
"T","M","S",0,74460.700000,"Y",55,179.930000,0,"CC",1
"T","F","S",2,28787.400000,"N",41,58.090000,0,"Auto",1
"F","M","M",1,13091.600000,"N",59,20.260000,0,"CC",4
"F","F","M",2,62061.800000,"Y",45,52.220000,0,"Auto",2
"T","F","M",1,20550.900000,"Y",22,57.060000,0,"CC",1
"F","M","M",2,1765.410000,"N",18,44.950000,0,"CC",4
"T","F","S",2,19131.100000,"N",56,34.910000,0,"Auto",3
"T","M","S",2,43634.500000,"N",21,104.640000,0,"CC",1
"T","F","S",1,13109.100000,"N",62,40.480000,0,"Auto",2
"T","M","S",1,92647.500000,"N",56,10.340000,0,"CC",1
"T","F","S",2,21021.600000,"Y",62,11.190000,0,"CC",4
"T","M","S",0,74460.700000,"Y",55,179.930000,0,"CC",3
"T","F","S",2,28787.400000,"N",41,58.090000,0,"Auto",4
"F","M","M",1,13091.600000,"N",59,20.260000,0,"CC",2
"F","F","M",2,62061.800000,"Y",45,52.220000,0,"Auto",4
"T","F","M",1,20550.900000,"Y",22,57.060000,0,"CC",4
"F","M","M",2,1765.410000,"N",18,44.950000,0,"CC",4
"T","F","S",2,19131.100000,"N",56,34.910000,0,"Auto",4
"F","F","S",2,6440.460000,"Y",41,27.200000,0,"CH",4
"F","M","M",1,63900.900000,"N",28,39.040000,0,"CC",2
"F","M","M",2,28766.900000,"N",46,58.080000,0,"CC",1
"F","M","S",0,72928.200000,"N",38,196.220000,0,"CC",2
"F","M","M",2,91272.200000,"Y",25,13.010000,0,"CC",2
"F","F","S",0,73228.300000,"N",43,28.110000,0,"Auto",2
"T","M","M",1,64792.300000,"N",52,36.840000,0,"CH",4
"T","F","S",0,93322.100000,"Y",40,8.790000,0,"CH",1
"F","M","M",2,49910.700000,"Y",51,23.720000,0,"CC",3
"T","M","M",0,76161.400000,"Y",44,25.580000,0,"CC",1
"F","F","M",2,55860.000000,"Y",14,10.350000,0,"CC",1
"F","M","M",2,57360.800000,"Y",53,57.250000,0,"CC",1
"T","M","M",0,92414.700000,"Y",45,10.620000,0,"CC",3
"T","F","S",2,14578.800000,"Y",60,95.100000,0,"Auto",2
"F","F","M",2,87578.200000,"Y",53,22.150000,0,"CC",3
"F","F","M",2,86695.400000,"N",13,32.090000,0,"CC",1
"F","F","M",0,77000.000000,"N",42,90.180000,4,"Auto",2
"F","M","M",1,2067.820000,"N",47,70.650000,0,"CC",4
"F","M","M",2,30665.200000,"Y",22,63.280000,0,"Auto",1
"F","F","M",1,83287.000000,"Y",52,30.950000,0,"Auto",1
"F","F","M",1,98680.400000,"Y",48,8.850000,0,"CH",3
"T","M","M",1,65619.700000,"Y",52,144.660000,0,"CC",2
"F","F","M",1,95620.300000,"Y",52,93.610000,0,"CC",3
"F","F","S",0,85275.000000,"N",62,151.610000,0,"Auto",1
"F","F","M",1,66921.400000,"Y",70,8.970000,0,"CC",4
"F","F","M",1,98453.600000,"Y",61,11.650000,0,"Auto",2
"F","F","S",2,57420.000000,"Y",52,252.530000,1,"Auto",3
"T","M","M",0,70000.000000,"N",55,26.690000,1,"CH",1
"F","M","M",2,47639.100000,"N",41,39.620000,0,"CC",2
"T","F","S",0,39461.000000,"N",22,103.520000,1,"CC",1
"F","M","M",1,47371.000000,"Y",54,258.290000,0,"CC",4
"F","F","S",0,89813.600000,"N",12,149.260000,0,"CC",4
"T","M","S",1,16432.100000,"Y",20,80.470000,0,"CH",1
"T","F","S",1,540.400000,"Y",39,7.750000,0,"Auto",2
"F","F","M",2,80087.700000,"N",41,22.820000,0,"CC",3
"F","F","M",2,59691.300000,"N",38,256.700000,0,"CC",4
"T","F","S",2,11251.100000,"Y",41,113.480000,0,"CC",2
"F","F","S",2,93559.100000,"N",57,29.900000,0,"CC",4
"T","F","S",2,3416.620000,"Y",22,104.730000,0,"CC",3
"F","F","D",1,93454.300000,"Y",48,25.180000,0,"Auto",4
"T","M","M",0,5745.000000,"Y",15,17.710000,0,"CC",1
"T","F","M",1,13829.400000,"N",24,8.840000,0,"CH",1
"F","F","M",2,11234.700000,"Y",49,112.720000,0,"CC",4
"F","F","M",1,82931.300000,"N",64,118.000000,0,"Auto",1
"F","F","M",2,57483.900000,"N",44,27.290000,0,"CH",3
"T","F","S",2,21274.000000,"N",45,32.430000,0,"Auto",3
"F","F","M",2,28267.000000,"N",30,192.530000,0,"CC",2
"F","F","M",2,36725.100000,"N",55,77.000000,0,"CH",2
"T","M","S",1,94188.300000,"N",57,19.780000,0,"CC",4
"F","F","M",2,91861.000000,"Y",41,6.740000,0,"CC",3
"T","F","S",1,12374.900000,"Y",33,106.100000,0,"Auto",3
"F","F","M",2,69133.900000,"Y",26,37.730000,0,"CH",4
"F","F","M",2,84948.000000,"Y",29,12.580000,0,"CH",1
"F","F","M",2,30998.800000,"N",40,50.500000,0,"Auto",4
"F","M","M",2,21416.500000,"N",35,8.530000,0,"CC",3
"F","M","S",0,78554.200000,"N",16,23.030000,0,"Auto",2
"F","F","M",2,38215.900000,"N",30,0.970000,0,"Auto",2
"T","F","M",1,30000.000000,"N",21,160.420000,0,"CC",1
"F","F","M",2,49745.300000,"N",47,24.440000,0,"CH",2
"F","F","M",2,88427.000000,"N",13,43.340000,0,"CC",1
"F","F","M",2,98003.700000,"Y",26,83.390000,0,"CC",2
"T","M","S",0,89142.700000,"N",53,5.010000,0,"CC",3
"F","F","S",0,74530.800000,"N",63,106.500000,0,"Auto",4
"T","F","S",0,41000.000000,"N",22,262.910000,0,"CC",1
"F","F","M",2,76289.200000,"N",48,82.430000,0,"CC",3
"T","M","M",1,66931.900000,"N",63,5.350000,0,"CC",1
"F","M","S",0,9309.570000,"Y",25,99.730000,0,"CC",2
"T","F","M",1,32962.600000,"N",24,26.780000,0,"Auto",3
"T","F","S",0,42000.000000,"N",21,154.770000,0,"CC",3
"T","F","S",0,39000.000000,"N",22,61.440000,0,"CC",1
"T","F","S",2,42000.000000,"N",20,35.730000,0,"Auto",1
"F","F","D",1,77726.400000,"N",56,9.510000,0,"Auto",3
"T","F","S",2,35089.000000,"N",18,38.180000,0,"CC",3
"T","F","S",1,2800.680000,"N",45,106.300000,0,"CC",1
"F","F","M",2,90271.600000,"N",44,96.430000,0,"CC",3
"F","F","M",2,64816.600000,"Y",31,6.870000,0,"CC",4
"F","F","M",2,98217.100000,"N",44,13.240000,0,"CC",1
"T","F","S",0,15989.300000,"N",61,25.490000,1,"CC",2
"F","M","S",1,84978.100000,"N",21,76.070000,0,"CH",2
"F","F","M",2,36647.900000,"N",49,85.960000,0,"CC",4
"T","F","S",0,64319.200000,"N",41,37.150000,0,"CH",1
"T","F","S",1,73338.000000,"N",48,9.010000,0,"Auto",1
"T","F","S",0,433.740000,"N",60,40.910000,0,"CC",3
"F","F","M",2,16962.200000,"N",45,8.960000,0,"CC",2
"F","M","M",2,10708.300000,"N",26,117.260000,0,"CH",2
"T","F","M",0,2031.610000,"N",20,87.400000,0,"CC",4
"F","F","S",2,16938.500000,"N",42,8.760000,0,"CH",4
"F","F","M",0,55221.000000,"N",46,15.200000,0,"CC",4
"F","F","M",1,8073.110000,"N",47,60.350000,0,"Auto",4
"F","M","M",0,95448.600000,"Y",53,5.210000,0,"CH",3
"T","M","S",1,24141.500000,"Y",17,97.050000,0,"CC",4
"F","M","S",2,63152.600000,"Y",63,40.070000,0,"CC",4
"F","M","S",2,72084.700000,"N",55,9.020000,0,"CC",1
"F","F","S",0,42760.500000,"N",48,40.230000,0,"CC",4
"F","F","S",1,49072.000000,"N",52,10.740000,0,"Auto",2
"F","F","M",0,27371.800000,"Y",62,126.550000,0,"CC",2
"T","M","M",1,71472.900000,"N",41,114.200000,0,"CH",1
"F","F","M",0,95405.700000,"N",62,6.210000,0,"CC",3
"F","F","S",0,95786.800000,"Y",41,87.460000,0,"CC",2
"T","M","S",0,90321.600000,"N",55,11.520000,0,"CC",4
"T","M","S",0,90478.600000,"N",54,136.470000,0,"CH",4
"F","F","M",2,56187.000000,"N",43,13.740000,0,"CH",3
"T","F","S",1,35000.000000,"N",24,206.080000,0,"CC",2
"F","M","M",0,9780.660000,"N",24,11.320000,1,"CC",2
"F","M","M",2,53010.800000,"N",18,46.420000,4,"CC",3
"F","M","M",0,75004.500000,"N",64,32.190000,0,"CC",1
"F","M","M",0,19749.300000,"N",60,13.940000,0,"CC",2
"F","M","S",1,57626.900000,"Y",43,38.960000,0,"CC",3
"F","M","S",0,20078.000000,"N",32,6.330000,0,"CC",2
"F","F","M",2,47902.000000,"N",26,49.920000,1,"Auto",2
"T","M","M",1,7545.960000,"Y",16,178.360000,0,"CC",2
"T","M","S",2,89459.900000,"N",53,22.900000,0,"CC",4
"T","F","S",1,13576.500000,"N",39,25.660000,0,"CC",3
"F","F","M",2,42031.800000,"N",50,39.330000,0,"CH",1
"T","M","S",2,43634.500000,"N",21,104.640000,0,"CC",3
"T","F","S",1,13109.100000,"N",62,40.480000,0,"Auto",3
"T","M","S",1,92647.500000,"N",56,10.340000,0,"CC",4
"T","F","S",2,21021.600000,"Y",62,11.190000,0,"CC",3
"T","M","S",0,74460.700000,"Y",55,179.930000,0,"CC",1
"F","F","M",1,43894.500000,"N",40,40.380000,0,"CC",2
"T","F","S",2,28787.400000,"N",41,58.090000,0,"Auto",4
"F","F","S",1,94278.700000,"Y",53,9.670000,0,"CC",1
"F","F","M",0,83900.200000,"N",45,8.620000,0,"CC",1
"F","M","M",1,13091.600000,"N",59,20.260000,0,"CC",2
"F","F","M",0,91708.400000,"N",37,31.550000,0,"CH",3
"F","F","S",0,64335.000000,"Y",19,137.330000,2,"CC",1
"F","F","M",2,62061.800000,"Y",45,52.220000,0,"Auto",4
"T","F","M",1,20550.900000,"Y",22,57.060000,0,"CC",2
"F","F","S",0,76142.000000,"N",32,84.100000,0,"CC",2
"F","F","M",1,46513.500000,"N",30,41.710000,2,"Auto",2
"F","M","S",1,1765.410000,"N",18,44.950000,0,"CC",2
"T","F","S",2,19131.100000,"N",56,34.910000,0,"Auto",4
"F","F","S",0,98716.300000,"N",55,13.920000,0,"CC",1
"F","F","S",2,38280.000000,"N",33,74.970000,0,"Auto",2
"F","F","S",2,6440.460000,"Y",46,27.200000,0,"CH",1
"F","M","M",1,63900.900000,"N",28,39.040000,0,"CC",2
"F","M","M",2,28766.900000,"N",46,58.080000,0,"CC",3
"F","F","M",1,56722.800000,"N",60,51.170000,0,"CC",3
"F","M","M",1,5252.290000,"N",16,17.080000,1,"Auto",2
"F","F","M",0,78851.300000,"N",48,28.660000,0,"CC",1
"F","M","S",0,72928.200000,"N",38,196.220000,0,"CC",2
"F","M","M",2,91272.200000,"Y",25,13.010000,0,"CC",4
"F","F","M",0,83891.900000,"Y",61,45.470000,0,"CH",2
"F","M","S",0,3601.710000,"N",49,111.840000,0,"Auto",3
"F","F","S",0,73228.300000,"N",70,28.110000,0,"Auto",1
"T","M","M",1,64792.300000,"N",52,36.840000,0,"CH",3
"T","F","S",0,93322.100000,"Y",40,8.790000,0,"CH",1
"F","M","M",2,49910.700000,"Y",51,23.720000,0,"CC",3
"T","M","M",1,76161.400000,"Y",44,25.580000,0,"CC",4
"F","F","M",2,55860.000000,"Y",14,10.350000,0,"CC",2
"F","M","M",2,57360.800000,"Y",53,57.250000,0,"CC",1
"T","M","M",1,92414.700000,"Y",45,10.620000,0,"CC",3
"T","F","S",2,14578.800000,"Y",60,95.100000,0,"Auto",1
"F","F","M",2,87578.200000,"Y",53,22.150000,0,"CC",2
"F","F","M",2,86695.400000,"N",13,32.090000,0,"CC",1
"F","F","M",0,66666.000000,"N",60,90.180000,4,"Auto",2
"F","M","M",1,2067.820000,"N",47,70.650000,0,"CC",1
"F","M","S",0,30665.200000,"Y",22,63.280000,0,"Auto",2
"F","F","M",1,77000.000000,"Y",48,30.950000,0,"Auto",2
"F","F","M",1,98680.400000,"Y",43,8.850000,0,"CH",3
"T","M","M",0,65619.700000,"Y",46,144.660000,0,"CC",3
"F","F","M",1,95620.300000,"Y",46,93.610000,0,"CC",2
"F","F","S",0,85275.000000,"N",70,151.610000,0,"Auto",3
"F","F","M",1,66921.400000,"Y",55,8.970000,0,"CC",4
"F","F","M",1,98453.600000,"Y",52,11.650000,0,"Auto",3
"F","F","S",2,57420.000000,"Y",43,252.530000,1,"Auto",3
"F","M","M",0,58986.200000,"N",26,26.690000,1,"CH",2
"F","F","M",2,47639.100000,"N",61,39.620000,0,"CC",2
"T","F","S",0,39461.000000,"N",22,103.520000,1,"CC",1
"F","M","M",1,47371.000000,"Y",54,258.290000,0,"CC",2
"F","F","S",0,89813.600000,"N",12,149.260000,0,"CC",4
"T","M","S",1,16432.100000,"Y",20,80.470000,0,"CH",3
"T","F","S",1,540.400000,"Y",39,7.750000,0,"Auto",1
"F","F","M",2,80087.700000,"N",41,22.820000,0,"CC",2
"F","F","M",2,59691.300000,"N",38,256.700000,0,"CC",4
"T","F","S",2,11251.100000,"Y",46,113.480000,0,"CC",4
"F","M","S",1,37626.000000,"N",33,71.550000,0,"CH",2
"T","F","S",2,3416.620000,"Y",22,104.730000,0,"CC",2
"F","F","S",0,93454.300000,"Y",48,25.180000,0,"Auto",2
"T","M","M",0,5745.000000,"Y",15,17.710000,0,"CC",2
"T","F","M",1,13829.400000,"N",20,8.840000,0,"CH",4
"F","F","M",2,11234.700000,"Y",49,112.720000,0,"CC",4
"F","F","M",1,82931.300000,"N",64,118.000000,0,"Auto",1
"F","F","M",2,57483.900000,"N",44,27.290000,0,"CH",1
"T","F","S",2,21274.000000,"N",45,32.430000,0,"Auto",4
"F","F","M",2,28267.000000,"N",30,192.530000,0,"CC",3
"F","F","M",2,36725.100000,"N",55,77.000000,0,"CH",2
"T","M","S",1,94188.300000,"N",57,19.780000,0,"CC",1
"F","F","M",2,91861.000000,"Y",41,6.740000,0,"CC",1
"T","F","S",1,12374.900000,"Y",33,106.100000,0,"Auto",4
"F","F","M",2,69133.900000,"Y",26,37.730000,0,"CH",4
"F","F","M",2,84948.000000,"Y",29,12.580000,0,"CH",3
"F","F","M",2,30998.800000,"N",40,50.500000,0,"Auto",2
"F","M","S",0,15924.200000,"N",14,1.460000,0,"CH",2
"F","M","M",2,21416.500000,"N",35,8.530000,0,"CC",3
"F","M","M",2,78554.200000,"N",16,23.030000,0,"Auto",3
"F","F","M",2,38215.900000,"N",30,0.970000,0,"Auto",1
"T","F","M",1,14085.500000,"N",19,160.420000,0,"CC",1
"F","F","M",2,49745.300000,"N",47,24.440000,0,"CH",4
"F","F","M",2,88427.000000,"N",13,43.340000,0,"CC",2
"F","F","M",2,98003.700000,"Y",26,83.390000,0,"CC",2
"F","M","S",0,89142.700000,"N",32,5.010000,0,"CC",2
"F","F","S",0,74530.800000,"N",63,106.500000,0,"Auto",3
"T","F","S",0,32962.600000,"N",23,262.910000,0,"CC",1
"F","F","M",2,76289.200000,"N",48,82.430000,0,"CC",4
"T","M","M",1,66931.900000,"N",63,5.350000,0,"CC",3
"F","M","M",2,9309.570000,"Y",25,99.730000,0,"CC",1
"T","F","M",1,42000.000000,"N",24,26.780000,0,"Auto",4
"T","F","S",0,43000.000000,"N",24,154.770000,0,"CC",4
"T","F","S",0,42000.000000,"N",23,61.440000,0,"CC",3
"T","F","S",2,32098.000000,"N",22,35.730000,0,"Auto",4
"F","F","S",0,77726.400000,"N",56,9.510000,0,"Auto",3
"T","F","S",2,35000.000000,"N",19,38.180000,0,"CC",3
"T","F","S",1,2800.680000,"N",45,106.300000,0,"CC",4
"F","F","M",2,90271.600000,"N",44,96.430000,0,"CC",4
"F","F","M",2,64816.600000,"Y",31,6.870000,0,"CC",4
"F","F","M",2,98217.100000,"N",44,13.240000,0,"CC",2
"T","F","S",0,15989.300000,"N",61,25.490000,1,"CC",3
"F","M","S",1,84978.100000,"N",21,76.070000,0,"CH",2
"T","F","M",2,36647.900000,"N",49,85.960000,0,"CC",1
"T","F","S",0,64319.200000,"N",41,37.150000,0,"CH",1
"F","F","S",1,73338.000000,"N",48,9.010000,0,"Auto",3
"T","F","S",0,433.740000,"N",60,40.910000,0,"CC",1
"F","F","M",2,16962.200000,"N",45,8.960000,0,"CC",1
"F","M","M",2,10708.300000,"N",26,117.260000,0,"CH",1
"T","F","M",0,2031.610000,"N",20,87.400000,0,"CC",1
"F","F","S",2,16938.500000,"N",46,8.760000,0,"CH",3
"F","F","M",0,55221.000000,"N",48,15.200000,0,"CC",4
"F","F","M",1,8073.110000,"N",52,60.350000,0,"Auto",3
"F","M","M",0,95448.600000,"Y",53,5.210000,0,"CH",4
"T","M","S",1,24141.500000,"Y",17,97.050000,0,"CC",3
"F","M","S",2,63152.600000,"Y",63,40.070000,0,"CC",4
"F","M","S",2,72084.700000,"N",55,9.020000,0,"CC",4
"F","F","S",0,42760.500000,"N",62,40.230000,0,"CC",3
"F","F","S",1,49072.000000,"N",41,10.740000,0,"Auto",4
"F","F","M",0,27371.800000,"Y",43,126.550000,0,"CC",4
"T","M","M",1,71472.900000,"N",41,114.200000,0,"CH",3
"F","F","M",0,95405.700000,"N",70,6.210000,0,"CC",3
"F","F","S",0,95786.800000,"Y",57,87.460000,0,"CC",1
"T","M","S",0,90321.600000,"N",55,11.520000,0,"CC",3
"T","M","S",0,90478.600000,"N",54,136.470000,0,"CC",2
"F","F","M",2,56187.000000,"N",52,13.740000,0,"CH",2
"T","F","S",1,38000.000000,"N",24,206.080000,0,"CC",3
"F","M","M",2,53010.800000,"N",18,46.420000,4,"CC",1
"F","M","M",0,75004.500000,"N",64,32.190000,0,"CC",4
"F","M","M",0,19749.300000,"N",60,13.940000,0,"CC",2
"F","M","S",1,57626.900000,"Y",43,38.960000,0,"CC",4
"F","M","M",2,20078.000000,"N",32,6.330000,0,"CC",4
"F","F","M",2,47902.000000,"N",26,49.920000,1,"Auto",4
"T","M","M",1,7545.960000,"Y",16,178.360000,0,"CC",1
"T","M","S",2,89459.900000,"N",53,22.900000,0,"CC",2
"T","F","S",1,37000.000000,"N",24,206.080000,0,"CC",1
"F","M","M",0,9780.660000,"N",24,11.320000,1,"CC",2
"F","M","M",2,53010.800000,"N",18,46.420000,4,"CC",2
"F","M","M",1,75004.500000,"N",64,32.190000,0,"CC",2
"F","M","M",0,19749.300000,"N",60,13.940000,0,"CC",1
"F","M","S",1,57626.900000,"Y",43,38.960000,0,"CC",3
"F","M","M",2,20078.000000,"N",32,6.330000,0,"CC",1
"F","F","M",2,47902.000000,"N",26,49.920000,1,"Auto",4
"T","M","M",1,7545.960000,"Y",16,178.360000,0,"CC",1
"T","M","S",2,89459.900000,"N",53,22.900000,0,"CC",2
"T","F","S",1,13576.500000,"N",39,25.660000,0,"CC",1
"F","F","M",2,42031.800000,"N",50,39.330000,0,"CH",3
"T","F","S",1,97689.200000,"N",59,8.790000,0,"CC",4
"T","F","S",1,75397.800000,"Y",57,35.900000,0,"CC",4
"T","F","M",1,49453.800000,"N",55,12.330000,0,"CC",4
"T","M","M",0,92881.800000,"N",21,85.290000,0,"CC",2
"T","M","S",2,43634.500000,"N",21,104.640000,0,"CC",2
"T","F","S",0,68641.500000,"Y",47,50.220000,0,"CC",4
"T","F","M",1,50735.100000,"Y",36,16.760000,0,"CC",4
"T","F","M",1,52490.100000,"N",19,9.810000,0,"CC",4
"T","F","S",1,13109.100000,"N",62,40.480000,0,"Auto",3
"T","M","S",1,92647.500000,"N",56,10.340000,0,"CC",1
"T","F","S",2,21021.600000,"Y",62,11.190000,0,"CC",4
"T","M","S",0,74460.700000,"Y",55,179.930000,0,"CC",3
"T","F","M",1,43894.500000,"N",40,40.380000,0,"CC",4
"T","F","S",2,28787.400000,"N",41,58.090000,0,"Auto",3
"T","F","S",1,94278.700000,"Y",53,9.670000,0,"CC",4
"T","F","M",0,83900.200000,"N",45,8.620000,0,"CC",4
"F","M","M",1,13091.600000,"N",59,20.260000,0,"CC",4
"T","F","M",0,91708.400000,"N",37,31.550000,0,"CH",4
"F","F","M",2,62061.800000,"Y",45,52.220000,0,"Auto",1
"T","F","M",1,20550.900000,"Y",22,57.060000,0,"CC",3
"F","M","M",2,1765.410000,"N",18,44.950000,0,"CC",4
"T","F","S",2,19131.100000,"N",56,34.910000,0,"Auto",1
"F","F","S",2,6440.460000,"Y",61,27.200000,0,"CH",1
"F","M","M",2,28766.900000,"N",46,58.080000,0,"CC",1
"F","M","M",2,91272.200000,"Y",25,13.010000,0,"CC",2
"F","F","S",0,73228.300000,"N",55,28.110000,0,"Auto",3
"T","M","M",1,64792.300000,"N",52,36.840000,0,"CH",1
"T","F","S",0,93322.100000,"Y",40,8.790000,0,"CH",1
"F","M","M",2,49910.700000,"Y",51,23.720000,0,"CC",4
"T","M","M",0,76161.400000,"Y",44,25.580000,0,"CC",1
"F","F","M",2,55860.000000,"Y",14,10.350000,0,"CC",1
"F","M","M",2,57360.800000,"Y",53,57.250000,0,"CC",3
"T","M","M",0,92414.700000,"Y",45,10.620000,0,"CC",1
"T","F","S",2,14578.800000,"Y",60,95.100000,0,"Auto",3
"F","F","M",2,87578.200000,"Y",53,22.150000,0,"CC",1
"F","F","M",2,86695.400000,"N",13,32.090000,0,"CC",2
"F","F","M",0,68000.000000,"N",45,90.180000,4,"Auto",2
"F","M","M",1,2067.820000,"N",47,70.650000,0,"CC",3
"F","M","M",2,30665.200000,"Y",22,63.280000,0,"Auto",4
"F","F","M",1,80000.000000,"Y",63,30.950000,0,"Auto",1
"F","F","M",1,98680.400000,"Y",58,8.850000,0,"CH",1
"F","F","M",2,65619.700000,"Y",55,144.660000,0,"CC",4
"F","F","M",1,95620.300000,"Y",49,93.610000,0,"CC",4
"F","F","D",1,85275.000000,"N",52,151.610000,0,"Auto",3
"F","F","M",1,66921.400000,"Y",42,8.970000,0,"CC",2
"F","F","M",1,98453.600000,"Y",43,11.650000,0,"Auto",4
"F","F","S",2,57420.000000,"Y",47,252.530000,1,"Auto",2
"F","M","M",0,58986.200000,"N",26,26.690000,1,"CH",2
"F","F","M",2,47639.100000,"N",42,39.620000,0,"CC",3
"T","F","S",0,39461.000000,"N",22,103.520000,1,"CC",4
"F","M","M",1,47371.000000,"Y",54,258.290000,0,"CC",4
"F","F","S",0,89813.600000,"N",12,149.260000,0,"CC",4
"T","M","S",1,16432.100000,"Y",20,80.470000,0,"CH",4
"T","F","S",1,540.400000,"Y",39,7.750000,0,"Auto",4
"F","F","M",2,80087.700000,"N",41,22.820000,0,"CC",1
"F","F","M",2,59691.300000,"N",38,256.700000,0,"CC",3
"T","F","S",2,11251.100000,"Y",61,113.480000,0,"CC",4
"T","F","S",2,3416.620000,"Y",22,104.730000,0,"CC",4
"F","F","S",0,93454.300000,"Y",48,25.180000,0,"Auto",4
"T","M","M",0,5745.000000,"Y",15,17.710000,0,"CC",4
"T","F","M",1,30000.000000,"N",20,8.840000,0,"CH",2
"F","F","M",2,11234.700000,"Y",49,112.720000,0,"CC",3
"F","F","M",1,82931.300000,"N",64,118.000000,0,"Auto",3
"F","F","M",2,57483.900000,"N",44,27.290000,0,"CH",4
"T","F","S",2,21274.000000,"N",45,32.430000,0,"Auto",4
"F","F","M",2,28267.000000,"N",30,192.530000,0,"CC",2
"F","F","M",2,36725.100000,"N",55,77.000000,0,"CH",4
"T","M","S",1,94188.300000,"N",57,19.780000,0,"CC",2
"F","F","M",2,91861.000000,"Y",41,6.740000,0,"CC",2
"T","F","S",1,12374.900000,"Y",33,106.100000,0,"Auto",3
"F","F","M",2,69133.900000,"Y",26,37.730000,0,"CH",2
"F","F","M",2,84948.000000,"Y",29,12.580000,0,"CH",1
"F","F","M",2,30998.800000,"N",40,50.500000,0,"Auto",3
"F","M","S",0,15924.200000,"N",14,1.460000,0,"CH",2
"F","M","M",2,21416.500000,"N",35,8.530000,0,"CC",1
"F","M","M",2,78554.200000,"N",16,23.030000,0,"Auto",1
"F","F","M",2,38215.900000,"N",30,0.970000,0,"Auto",3
"T","F","M",1,14085.500000,"N",21,160.420000,0,"CC",1
"F","F","M",2,49745.300000,"N",47,24.440000,0,"CH",4
"F","F","M",2,88427.000000,"N",13,43.340000,0,"CC",4
"F","F","M",2,98003.700000,"Y",26,83.390000,0,"CC",4
"T","M","S",0,89142.700000,"N",53,5.010000,0,"CC",1
"F","F","S",0,74530.800000,"N",63,106.500000,0,"Auto",1
"T","F","S",0,32962.600000,"N",24,262.910000,0,"CC",4
"F","F","M",2,76289.200000,"N",48,82.430000,0,"CC",2
"T","M","M",1,66931.900000,"N",63,5.350000,0,"CC",3
"F","M","S",0,9309.570000,"Y",25,99.730000,0,"CC",2
"T","F","M",1,28000.000000,"N",23,26.780000,0,"Auto",3
"T","F","S",0,38000.000000,"N",24,154.770000,0,"CC",1
"T","F","S",0,32962.600000,"N",21,61.440000,0,"CC",2
"T","F","S",2,42000.000000,"N",22,35.730000,0,"Auto",2
"F","F","D",1,77726.400000,"N",56,9.510000,0,"Auto",4
"T","F","S",2,43000.000000,"N",23,38.180000,0,"CC",2
"T","F","S",1,2800.680000,"N",45,106.300000,0,"CC",1
"F","F","M",2,90271.600000,"N",44,96.430000,0,"CC",2
"F","F","M",2,64816.600000,"Y",31,6.870000,0,"CC",1
"F","F","M",2,98217.100000,"N",44,13.240000,0,"CC",4
"T","F","S",0,15989.300000,"N",61,25.490000,1,"CC",1
"F","M","S",1,84978.100000,"N",21,76.070000,0,"CH",2
"F","F","M",2,36647.900000,"N",49,85.960000,0,"CC",4
